empresa_id,tipo_energia,total_inversion,energia_generada_total,emisiones_evitadas_total,retorno_estimado
EMP000463,Hidroeléctrica,213.85,7688.77,1694.55,0.1262
EMP000465,Solar,148.13,5165.88,3245.98,0.0456
EMP000467,Biomasa,571.55,12781.01,5480.82,0.1043
EMP000467,Solar,82.22,9337.45,2931.5,0.028
EMP000469,Geotérmica,397.79,2901.69,4098.08,0.0971
EMP000470,Geotérmica,373.84,6948.84,4324.62,0.0864
EMP000471,Eólica,207.43,6978.96,2499.95,0.083
EMP000473,Geotérmica,355.18,2962.63,4038.89,0.0879
EMP000476,Biomasa,212.87,2523.95,1396.82,0.1524
EMP000477,Solar,327.91,4825.6,4865.93,0.0674
EMP000478,Biomasa,282.91,7899.47,2425.95,0.1166
EMP000479,Geotérmica,326.14,2623.75,1466.95,0.2223
EMP000480,Biomasa,157.44,3593.18,4561.21,0.0345
EMP000482,Biomasa,594.85,14998.24,8253.8,0.0721
EMP000482,Hidroeléctrica,81.37,2935.91,4960.42,0.0164
EMP000483,Biomasa,177.27,9615.31,1051.7,0.1686
EMP000483,Eólica,262.05,5831.88,1368.96,0.1914
EMP000483,Geotérmica,299.19,5053.56,1079.75,0.2771
EMP000483,Hidroeléctrica,520.09,11039.01,4737.93,0.1098
EMP000483,Solar,0.91,1296.88,83.21,0.0109
EMP000484,Hidroeléctrica,327.99,653.37,1911.54,0.1716
EMP000485,Hidroeléctrica,344.02,12930.84,2690.78,0.1279
EMP000485,Solar,518.86,13182.94,3085.18,0.1682
EMP000487,Hidroeléctrica,299.14,1855.52,3941.78,0.0759
EMP000488,Hidroeléctrica,19.91,2597.73,2912.5,0.0068
EMP000489,Biomasa,233.94,2496.56,1515.54,0.1544
EMP000490,Geotérmica,192.34,535.66,4666.51,0.0412
EMP000491,Solar,432.05,6036.64,2053.3,0.2104
EMP000492,Solar,30.93,3236.88,225.3,0.1373
EMP000493,Biomasa,270.43,1910.58,2115.81,0.1278
EMP000493,Geotérmica,273.96,3306.18,2458.45,0.1114
EMP000495,Biomasa,386.66,7122.37,2272.37,0.1702
EMP000496,Solar,424.78,1782.47,4963.04,0.0856
EMP000497,Eólica,307.07,5075.54,4018.3,0.0764
EMP000497,Hidroeléctrica,350.65,14872.98,7231.66,0.0485
EMP000498,Eólica,10.54,9083.43,3997.76,0.0026
EMP000499,Hidroeléctrica,184.44,8128.24,2849.98,0.0647
EMP000500,Geotérmica,424.93,2010.17,3435.77,0.1237
EMP000501,Biomasa,400.37,2629.97,1107.58,0.3615
EMP000501,Eólica,430.92,2841.8,4572.05,0.0943
EMP000501,Solar,465.37,5519.47,1052.77,0.442
EMP000502,Biomasa,297.08,1954.07,149.27,1.9902
EMP000502,Solar,497.55,8777.83,3133.68,0.1588
EMP000503,Biomasa,40.46,1403.96,4791.49,0.0084
EMP000503,Hidroeléctrica,47.15,3720.0,4268.33,0.011
EMP000503,Solar,286.09,2999.31,2944.47,0.0972
EMP000504,Biomasa,379.97,6398.41,4653.69,0.0816
EMP000504,Eólica,256.76,3461.78,2829.7,0.0907
EMP000506,Eólica,25.32,7168.34,1062.79,0.0238
EMP000506,Solar,40.13,7924.7,1543.9,0.026
EMP000507,Geotérmica,195.02,1995.99,4936.05,0.0395
EMP000508,Geotérmica,457.37,3777.96,2648.35,0.1727
EMP000509,Biomasa,267.33,6476.13,4933.41,0.0542
EMP000513,Hidroeléctrica,82.27,895.02,4220.01,0.0195
EMP000514,Hidroeléctrica,101.7,5578.29,2271.53,0.0448
EMP000514,Solar,199.18,1277.87,3064.29,0.065
EMP000515,Solar,497.11,1940.67,312.41,1.5912
EMP000516,Geotérmica,15.84,8680.38,2030.57,0.0078
EMP000516,Hidroeléctrica,300.22,5352.44,1481.97,0.2026
EMP000516,Solar,199.17,3709.42,4992.59,0.0399
EMP000517,Biomasa,266.96,2940.65,1580.5,0.1689
EMP000517,Eólica,377.15,7821.5,2483.77,0.1518
EMP000518,Eólica,139.66,5988.47,39.13,3.5691
EMP000519,Biomasa,380.63,10237.27,6610.05,0.0576
EMP000519,Solar,161.31,802.82,787.33,0.2049
EMP000520,Solar,488.5,6467.47,1443.14,0.3385
EMP000523,Hidroeléctrica,201.59,9213.75,1888.14,0.1068
EMP000525,Hidroeléctrica,204.7,1196.03,1503.58,0.1361
EMP000526,Geotérmica,385.71,6856.22,473.88,0.8139
EMP000526,Hidroeléctrica,443.12,4904.82,792.71,0.559
EMP000527,Solar,181.21,4619.26,1659.48,0.1092
EMP000528,Hidroeléctrica,401.26,6749.91,1177.09,0.3409
EMP000528,Solar,49.6,4524.61,1350.99,0.0367
EMP000529,Geotérmica,249.16,5027.86,1011.19,0.2464
EMP000530,Geotérmica,451.61,1381.82,678.35,0.6657
EMP000532,Biomasa,280.02,8789.58,2465.42,0.1136
EMP000532,Geotérmica,416.32,9025.09,4379.33,0.0951
EMP000532,Solar,95.83,8541.39,3324.86,0.0288
EMP000534,Biomasa,324.0,3964.61,4748.53,0.0682
EMP000534,Eólica,449.2,6462.5,1633.82,0.2749
EMP000535,Biomasa,275.93,2483.79,1418.45,0.1945
EMP000536,Solar,233.26,1387.02,4355.88,0.0536
EMP000537,Biomasa,764.99,7265.28,8674.41,0.0882
EMP000537,Geotérmica,494.13,5245.8,3668.63,0.1347
EMP000539,Solar,135.27,4396.26,3968.88,0.0341
EMP000542,Eólica,187.35,101.11,3415.39,0.0549
EMP000544,Eólica,151.01,1784.13,1349.62,0.1119
EMP000544,Geotérmica,385.99,1123.24,1832.06,0.2107
EMP000544,Solar,71.39,3241.89,606.41,0.1177
EMP000545,Geotérmica,282.65,119.54,1706.87,0.1656
EMP000545,Hidroeléctrica,116.42,8603.21,389.55,0.2989
EMP000550,Eólica,71.06,4080.69,4984.19,0.0143
EMP000551,Eólica,219.07,3231.55,1033.52,0.212
EMP000552,Geotérmica,277.9,6892.57,4782.14,0.0581
EMP000553,Biomasa,364.07,463.35,4894.96,0.0744
EMP000553,Geotérmica,81.92,2470.36,2278.73,0.0359
EMP000553,Solar,556.53,8230.44,5306.95,0.1049
EMP000554,Biomasa,243.63,4074.27,101.87,2.3916
EMP000555,Geotérmica,92.19,2170.93,1053.23,0.0875
EMP000556,Solar,427.14,8806.51,4026.65,0.1061
EMP000557,Eólica,296.31,1752.22,2991.97,0.099
EMP000559,Solar,272.62,3032.96,2097.35,0.13
EMP000560,Solar,144.97,6020.0,1839.1,0.0788
EMP000561,Eólica,296.53,3052.41,3196.48,0.0928
EMP000562,Eólica,27.05,567.17,1437.88,0.0188
EMP000562,Hidroeléctrica,409.05,2632.04,3727.57,0.1097
EMP000563,Biomasa,372.56,5801.29,1754.05,0.2124
EMP000563,Geotérmica,272.15,4581.93,1767.21,0.154
EMP000563,Solar,39.24,4858.54,288.96,0.1358
EMP000565,Biomasa,227.21,6289.41,3133.26,0.0725
EMP000565,Geotérmica,49.24,6493.86,1288.16,0.0382
EMP000565,Hidroeléctrica,496.68,4994.0,1028.98,0.4827
EMP000566,Eólica,273.53,1547.71,3546.98,0.0771
EMP000567,Hidroeléctrica,1.65,2017.88,4845.36,3.0E-4
EMP000567,Solar,532.61,8970.75,4082.51,0.1305
EMP000570,Eólica,22.1,5585.81,4768.23,0.0046
EMP000573,Solar,71.38,2140.41,3873.09,0.0184
EMP000574,Hidroeléctrica,493.38,8162.71,835.84,0.5903
EMP000576,Biomasa,365.69,7690.13,1414.87,0.2585
EMP000577,Solar,383.55,3664.45,1813.79,0.2115
EMP000579,Geotérmica,157.39,4488.51,4611.37,0.0341
EMP000580,Eólica,167.22,1997.97,1258.77,0.1328
EMP000580,Geotérmica,461.21,16108.14,10142.06,0.0455
EMP000581,Biomasa,403.7,6646.51,3658.02,0.1104
EMP000581,Geotérmica,322.24,5687.19,2914.61,0.1106
EMP000581,Solar,78.95,4643.29,2700.55,0.0292
EMP000582,Hidroeléctrica,117.78,3781.4,1400.86,0.0841
EMP000583,Biomasa,351.28,2004.18,4265.34,0.0824
EMP000586,Biomasa,26.75,8321.12,1401.66,0.0191
EMP000587,Biomasa,310.6,2582.6,3044.82,0.102
EMP000589,Eólica,200.74,3575.41,1808.07,0.111
EMP000589,Hidroeléctrica,71.93,8085.93,3082.85,0.0233
EMP000591,Hidroeléctrica,569.24,17629.02,1942.95,0.293
EMP000592,Eólica,406.12,7105.5,2528.64,0.1606
EMP000592,Geotérmica,300.4,605.93,2234.9,0.1344
EMP000593,Biomasa,298.04,6087.86,4052.42,0.0735
EMP000594,Geotérmica,256.66,2113.57,480.2,0.5345
EMP000594,Hidroeléctrica,251.03,8312.41,2476.04,0.1014
EMP000595,Biomasa,135.78,4122.63,4398.11,0.0309
EMP000596,Geotérmica,870.92,9506.66,3697.79,0.2355
EMP000597,Biomasa,112.08,2073.77,1686.76,0.0664
EMP000597,Eólica,477.27,1745.73,4507.51,0.1059
EMP000599,Eólica,191.74,4422.53,2175.54,0.0881
EMP000600,Geotérmica,336.35,9591.99,795.56,0.4228
EMP000601,Geotérmica,162.42,1007.19,4654.84,0.0349
EMP000601,Hidroeléctrica,132.06,8721.48,1293.91,0.1021
EMP000603,Hidroeléctrica,416.75,9762.47,3588.86,0.1161
EMP000606,Eólica,562.56,11087.98,3898.87,0.1443
EMP000607,Solar,253.54,5070.41,3579.47,0.0708
EMP000608,Biomasa,447.58,9149.07,4397.2,0.1018
EMP000609,Geotérmica,498.12,15484.05,4631.92,0.1075
EMP000609,Hidroeléctrica,29.46,5476.49,3820.78,0.0077
EMP000610,Geotérmica,210.99,2195.41,3862.54,0.0546
EMP000613,Solar,456.48,4685.58,456.33,1.0003
EMP000614,Geotérmica,348.13,6268.76,4219.76,0.0825
EMP000614,Solar,242.21,2291.23,2789.15,0.0868
EMP000616,Eólica,103.78,4567.36,3644.38,0.0285
EMP000616,Solar,586.07,3328.74,3785.37,0.1548
EMP000619,Eólica,160.89,963.89,1783.25,0.0902
EMP000623,Eólica,120.0,6845.74,1339.11,0.0896
EMP000624,Geotérmica,396.92,3036.91,3205.3,0.1238
EMP000625,Solar,224.01,2523.57,2554.07,0.0877
EMP000627,Biomasa,75.25,215.6,936.23,0.0804
EMP000627,Solar,647.72,13896.61,7241.26,0.0894
EMP000628,Biomasa,30.3,7157.74,2547.68,0.0119
EMP000629,Geotérmica,599.98,8661.56,1515.36,0.3959
EMP000633,Geotérmica,480.11,1411.5,3070.03,0.1564
EMP000634,Geotérmica,448.56,5347.49,657.8,0.6819
EMP000634,Hidroeléctrica,359.9,13819.17,2340.34,0.1538
EMP000637,Biomasa,250.38,3480.2,3649.55,0.0686
EMP000639,Geotérmica,302.52,6918.66,672.3,0.45
EMP000639,Hidroeléctrica,15.34,5933.32,14.53,1.0557
EMP000640,Geotérmica,397.13,9357.18,633.6,0.6268
EMP000641,Eólica,116.06,2214.13,2277.01,0.051
EMP000642,Geotérmica,0.67,7520.94,3342.43,2.0E-4
EMP000642,Solar,452.57,5830.68,1703.83,0.2656
EMP000644,Geotérmica,117.08,1209.54,3376.47,0.0347
EMP000644,Hidroeléctrica,274.07,1423.44,3810.76,0.0719
EMP000647,Hidroeléctrica,394.08,9328.39,4804.09,0.082
EMP000649,Eólica,172.39,5936.5,2314.26,0.0745
EMP000649,Hidroeléctrica,168.65,5238.0,4818.82,0.035
EMP000650,Solar,190.43,9156.57,2459.46,0.0774
EMP000653,Hidroeléctrica,80.05,6876.63,2573.33,0.0311
EMP000655,Geotérmica,447.49,167.08,3451.39,0.1297
EMP000657,Eólica,43.08,7299.64,716.31,0.0601
EMP000659,Solar,90.16,8470.74,4708.98,0.0191
EMP000660,Eólica,451.66,3651.83,3415.21,0.1322
EMP000661,Hidroeléctrica,340.26,1447.31,4372.17,0.0778
EMP000665,Eólica,7.53,2276.93,4722.4,0.0016
EMP000665,Geotérmica,392.09,7417.91,1830.76,0.2142
EMP000666,Hidroeléctrica,18.22,6618.38,4701.22,0.0039
EMP000668,Biomasa,158.88,3677.22,3682.18,0.0431
EMP000669,Eólica,390.64,3749.93,907.1,0.4306
EMP000670,Biomasa,65.04,5915.42,1338.42,0.0486
EMP000670,Eólica,68.9,8172.8,1312.24,0.0525
EMP000671,Eólica,222.08,8765.97,4663.54,0.0476
EMP000672,Biomasa,194.07,3980.91,4749.81,0.0409
EMP000674,Geotérmica,589.37,9230.52,3648.43,0.1615
EMP000674,Hidroeléctrica,379.05,1058.74,366.11,1.0353
EMP000674,Solar,149.91,7361.0,4078.03,0.0368
EMP000675,Geotérmica,342.26,7791.11,4787.59,0.0715
EMP000676,Solar,320.27,3493.41,281.08,1.1394
EMP000679,Hidroeléctrica,363.11,346.6,2244.48,0.1618
EMP000681,Eólica,11.07,3340.41,3944.62,0.0028
EMP000683,Hidroeléctrica,333.66,9936.59,4570.11,0.073
EMP000684,Eólica,24.95,1327.94,671.27,0.0372
EMP000684,Solar,445.44,6352.73,3307.57,0.1347
EMP000687,Biomasa,180.08,8427.48,706.56,0.2549
EMP000687,Eólica,135.36,3436.49,84.6,1.6
EMP000689,Solar,167.33,2433.7,1303.96,0.1283
EMP000690,Hidroeléctrica,490.24,16999.34,4933.46,0.0994
EMP000690,Solar,428.03,1569.4,2234.22,0.1916
EMP000692,Biomasa,219.41,4901.19,4677.13,0.0469
EMP000694,Geotérmica,38.67,5193.88,3863.92,0.01
EMP000695,Eólica,76.26,4151.83,1851.29,0.0412
EMP000699,Geotérmica,309.19,7892.21,2145.85,0.1441
EMP000701,Solar,362.54,1060.2,4310.67,0.0841
EMP000703,Biomasa,267.0,5336.39,1563.64,0.1708
EMP000707,Geotérmica,123.87,6077.86,1799.64,0.0688
EMP000708,Biomasa,484.49,4077.25,1214.15,0.399
EMP000708,Solar,480.61,2350.49,2612.69,0.184
EMP000709,Hidroeléctrica,89.42,9764.88,3655.84,0.0245
EMP000709,Solar,513.03,12350.12,4990.21,0.1028
EMP000711,Eólica,199.23,2837.43,4713.8,0.0423
EMP000712,Hidroeléctrica,111.23,9519.35,356.13,0.3123
EMP000714,Geotérmica,289.92,2537.23,4662.06,0.0622
EMP000715,Hidroeléctrica,596.73,4452.23,4315.24,0.1383
EMP000719,Biomasa,324.79,7442.07,3223.26,0.1008
EMP000720,Geotérmica,73.82,1792.94,728.65,0.1013
EMP000722,Biomasa,221.94,7727.45,1121.57,0.1979
EMP000723,Eólica,277.55,2923.14,1576.92,0.176
EMP000724,Eólica,353.92,7421.91,7871.14,0.045
EMP000724,Solar,297.09,6994.94,4046.35,0.0734
EMP000725,Geotérmica,4.56,2287.22,3580.54,0.0013
EMP000725,Solar,190.4,7974.23,2562.24,0.0743
EMP000726,Solar,262.85,6018.0,2997.14,0.0877
EMP000727,Biomasa,478.07,4220.62,2546.37,0.1877
EMP000727,Hidroeléctrica,212.28,3921.43,3227.22,0.0658
EMP000728,Solar,502.39,13579.68,4610.99,0.109
EMP000729,Eólica,241.87,1342.75,2441.28,0.0991
EMP000729,Geotérmica,216.99,9934.31,4551.95,0.0477
EMP000732,Biomasa,447.63,3737.59,4341.16,0.1031
EMP000735,Eólica,205.2,62.75,944.81,0.2172
EMP000737,Hidroeléctrica,428.04,2601.87,1883.28,0.2273
EMP000738,Hidroeléctrica,66.38,8502.79,3358.35,0.0198
EMP000739,Biomasa,498.62,3015.61,3909.53,0.1275
EMP000739,Eólica,28.32,5211.53,532.55,0.0532
EMP000739,Geotérmica,304.88,7391.31,3115.19,0.0979
EMP000741,Geotérmica,256.94,6563.27,1946.7,0.132
EMP000742,Geotérmica,117.26,4565.02,3323.41,0.0353
EMP000742,Hidroeléctrica,216.42,4436.68,3908.73,0.0554
EMP000744,Biomasa,143.55,7576.16,467.96,0.3068
EMP000744,Hidroeléctrica,261.06,5688.66,3244.12,0.0805
EMP000745,Biomasa,453.64,9163.78,2353.19,0.1928
EMP000745,Geotérmica,131.82,2896.98,4517.84,0.0292
EMP000747,Geotérmica,243.34,7413.87,777.21,0.3131
EMP000747,Hidroeléctrica,56.85,8358.07,846.69,0.0671
EMP000749,Eólica,361.05,467.71,2234.29,0.1616
EMP000751,Eólica,430.63,4859.28,2461.21,0.175
EMP000751,Solar,92.92,2630.77,793.8,0.1171
EMP000752,Biomasa,344.45,3116.69,2324.92,0.1482
EMP000752,Geotérmica,13.38,7514.43,1731.93,0.0077
EMP000754,Eólica,209.37,6143.24,108.11,1.9366
EMP000755,Biomasa,489.81,5709.59,3017.26,0.1623
EMP000755,Geotérmica,98.94,8949.0,3847.06,0.0257
EMP000756,Biomasa,260.81,4928.95,1301.31,0.2004
EMP000760,Eólica,309.56,1969.24,3533.61,0.0876
EMP000765,Biomasa,495.76,222.8,909.3,0.5452
EMP000766,Geotérmica,192.02,8038.19,2605.07,0.0737
EMP000767,Biomasa,162.42,2398.05,332.05,0.4891
EMP000768,Eólica,473.51,4035.63,919.39,0.515
EMP000768,Solar,143.98,7798.05,3292.2,0.0437
EMP000769,Eólica,472.4,238.2,3015.88,0.1566
EMP000769,Hidroeléctrica,332.73,6007.11,3234.69,0.1029
EMP000770,Geotérmica,423.69,3250.99,843.41,0.5024
EMP000772,Biomasa,269.26,9258.08,2858.19,0.0942
EMP000772,Eólica,982.59,6687.68,2092.87,0.4695
EMP000772,Geotérmica,300.13,904.47,3862.32,0.0777
EMP000773,Biomasa,467.52,4324.15,4731.78,0.0988
EMP000774,Eólica,281.69,4103.8,2539.31,0.1109
EMP000777,Biomasa,472.63,8114.19,1995.83,0.2368
EMP000777,Hidroeléctrica,365.95,796.09,4410.64,0.083
EMP000778,Geotérmica,176.04,6920.86,37.24,4.7272
EMP000778,Solar,313.5,3934.38,3790.1,0.0827
EMP000779,Geotérmica,483.21,7937.96,3476.93,0.139
EMP000780,Eólica,106.36,3967.35,4451.81,0.0239
EMP000781,Hidroeléctrica,91.64,597.79,4306.4,0.0213
EMP000782,Hidroeléctrica,108.66,7571.95,52.16,2.0832
EMP000785,Hidroeléctrica,253.7,1118.52,1137.91,0.223
EMP000786,Eólica,236.48,3571.16,3405.51,0.0694
EMP000786,Hidroeléctrica,328.68,249.13,4807.34,0.0684
EMP000786,Solar,139.79,3959.51,8378.78,0.0167
EMP000787,Hidroeléctrica,450.83,5475.39,3240.86,0.1391
EMP000788,Geotérmica,909.96,4570.88,8636.35,0.1054
EMP000788,Solar,249.83,7269.41,3009.84,0.083
EMP000790,Eólica,333.7,15087.86,4449.76,0.075
EMP000790,Solar,385.73,1751.04,1660.71,0.2323
EMP000791,Eólica,224.77,1223.37,3057.06,0.0735
EMP000792,Geotérmica,333.19,4602.73,3278.83,0.1016
EMP000792,Hidroeléctrica,189.61,665.8,4915.42,0.0386
EMP000792,Solar,277.71,7273.62,4839.77,0.0574
EMP000793,Solar,35.09,8888.44,4826.63,0.0073
EMP000794,Solar,24.1,3273.01,4188.14,0.0058
EMP000796,Biomasa,463.33,9360.52,2479.98,0.1868
EMP000799,Eólica,384.44,9013.41,3164.12,0.1215
EMP000800,Solar,275.36,9153.69,144.01,1.9121
EMP000801,Biomasa,465.25,6845.23,4284.88,0.1086
EMP000801,Solar,301.41,7875.52,3233.55,0.0932
EMP000803,Hidroeléctrica,284.78,1982.78,1859.57,0.1531
EMP000805,Eólica,174.32,7220.37,4070.27,0.0428
EMP000805,Hidroeléctrica,129.32,803.32,784.36,0.1649
EMP000807,Eólica,383.26,2792.38,3561.84,0.1076
EMP000808,Eólica,261.95,3017.03,1290.63,0.203
EMP000808,Hidroeléctrica,61.34,8347.3,1723.7,0.0356
EMP000811,Biomasa,378.37,8845.49,1483.8,0.255
EMP000811,Geotérmica,135.11,7420.45,2960.97,0.0456
EMP000812,Solar,101.85,6521.97,4990.03,0.0204
EMP000813,Biomasa,5.59,5712.84,3105.8,0.0018
EMP000813,Hidroeléctrica,43.53,8463.37,6427.96,0.0068
EMP000814,Eólica,300.28,5655.69,1877.29,0.16
EMP000815,Eólica,125.82,2078.28,4294.7,0.0293
EMP000816,Hidroeléctrica,75.94,8075.31,1882.29,0.0403
EMP000820,Eólica,217.28,8210.79,3496.26,0.0621
EMP000821,Hidroeléctrica,464.15,19717.23,8509.84,0.0545
EMP000823,Biomasa,430.11,2789.79,259.17,1.6596
EMP000823,Eólica,459.32,3860.12,7508.66,0.0612
EMP000827,Biomasa,201.48,3181.86,822.57,0.2449
EMP000827,Eólica,209.55,8380.49,1056.51,0.1983
EMP000827,Solar,366.02,8645.06,742.4,0.493
EMP000828,Biomasa,494.45,3018.25,1387.98,0.3562
EMP000828,Solar,95.29,284.72,1576.81,0.0604
EMP000829,Hidroeléctrica,207.81,1107.23,1572.51,0.1322
EMP000833,Geotérmica,148.17,7609.96,234.29,0.6324
EMP000834,Biomasa,128.29,6702.99,366.66,0.3499
EMP000834,Geotérmica,147.16,9541.6,2844.41,0.0517
EMP000835,Biomasa,442.96,3203.58,4926.52,0.0899
EMP000836,Biomasa,44.37,9160.38,4198.99,0.0106
EMP000837,Biomasa,397.82,136.52,4794.27,0.083
EMP000837,Geotérmica,300.53,5561.5,3857.72,0.0779
EMP000837,Solar,135.94,153.56,4917.62,0.0276
EMP000838,Eólica,119.43,9853.63,2871.24,0.0416
EMP000839,Eólica,40.09,2717.39,694.32,0.0577
EMP000839,Hidroeléctrica,296.09,5122.13,638.36,0.4638
EMP000840,Biomasa,281.64,9771.18,50.57,5.5693
EMP000840,Geotérmica,229.81,9204.26,3057.31,0.0752
EMP000842,Biomasa,46.24,9606.51,1913.19,0.0242
EMP000842,Solar,340.54,2384.03,3174.18,0.1073
EMP000843,Eólica,91.79,1899.78,191.95,0.4782
EMP000843,Solar,237.75,6414.59,1677.47,0.1417
EMP000847,Biomasa,35.82,7381.74,2214.02,0.0162
EMP000847,Hidroeléctrica,766.64,5419.77,6461.99,0.1186
EMP000848,Biomasa,24.83,8694.69,2002.39,0.0124
EMP000849,Geotérmica,66.43,6171.81,1631.77,0.0407
EMP000850,Eólica,228.8,4317.79,4766.18,0.048
EMP000851,Eólica,235.43,805.13,2085.11,0.1129
EMP000852,Solar,484.51,1188.11,2751.06,0.1761
EMP000853,Solar,446.64,847.38,2011.86,0.222
EMP000854,Hidroeléctrica,698.98,6542.55,3150.09,0.2219
EMP000855,Biomasa,194.84,5677.93,2864.26,0.068
EMP000856,Eólica,352.36,9580.49,3257.2,0.1082
EMP000857,Biomasa,269.88,6405.17,55.49,4.8636
EMP000857,Geotérmica,105.33,5599.86,1051.03,0.1002
EMP000858,Eólica,489.24,9979.52,6493.33,0.0753
EMP000859,Eólica,366.06,8526.89,3479.06,0.1052
EMP000864,Biomasa,13.86,6441.72,1015.8,0.0136
EMP000864,Solar,189.49,5102.51,1148.42,0.165
EMP000865,Geotérmica,125.83,466.92,4344.16,0.029
EMP000866,Hidroeléctrica,325.77,8372.34,4438.0,0.0734
EMP000868,Eólica,557.42,11825.84,4436.04,0.1257
EMP000868,Hidroeléctrica,453.0,153.45,4011.29,0.1129
EMP000869,Biomasa,266.58,7992.28,2460.35,0.1084
EMP000871,Biomasa,79.66,5750.21,202.86,0.3927
EMP000871,Geotérmica,427.32,5008.91,1098.88,0.3889
EMP000871,Hidroeléctrica,432.95,7342.62,3908.26,0.1108
EMP000873,Solar,331.76,7184.44,2175.33,0.1525
EMP000874,Biomasa,225.47,2866.87,798.57,0.2823
EMP000874,Eólica,441.43,3143.52,1204.78,0.3664
EMP000876,Biomasa,494.08,6108.4,77.6,6.367
EMP000876,Hidroeléctrica,486.98,7788.86,4319.21,0.1127
EMP000877,Solar,360.6,4216.56,2180.99,0.1653
EMP000879,Eólica,576.99,5109.87,3513.9,0.1642
EMP000880,Biomasa,241.79,4584.31,4273.28,0.0566
EMP000881,Eólica,181.8,5964.19,3366.07,0.054
EMP000881,Solar,518.63,6960.45,4957.96,0.1046
EMP000882,Biomasa,31.45,8142.27,701.71,0.0448
EMP000882,Eólica,774.16,15975.04,6217.45,0.1245
EMP000883,Geotérmica,93.3,4587.12,3300.09,0.0283
EMP000884,Eólica,451.49,4351.0,2802.55,0.1611
EMP000884,Hidroeléctrica,406.0,7462.29,6779.59,0.0599
EMP000884,Solar,72.08,5667.33,3524.25,0.0205
EMP000885,Eólica,498.82,2636.58,1083.78,0.4603
EMP000885,Solar,321.54,3651.87,753.62,0.4267
EMP000886,Hidroeléctrica,441.07,3471.97,1465.3,0.301
EMP000886,Solar,427.95,6536.78,4997.24,0.0856
EMP000887,Biomasa,270.42,3097.89,5576.77,0.0485
EMP000887,Geotérmica,328.0,2063.69,4645.79,0.0706
EMP000887,Hidroeléctrica,403.17,2041.8,481.49,0.8373
EMP000888,Geotérmica,270.79,9912.04,1898.85,0.1426
EMP000889,Biomasa,441.49,10220.48,886.97,0.4978
EMP000889,Hidroeléctrica,280.63,3867.8,2531.45,0.1109
EMP000889,Solar,367.95,7973.94,7855.78,0.0468
EMP000893,Geotérmica,59.07,8368.14,4391.93,0.0134
EMP000894,Hidroeléctrica,445.63,7714.3,1170.21,0.3808
EMP000896,Hidroeléctrica,346.03,6791.32,493.58,0.7011
EMP000897,Geotérmica,193.11,2338.49,3508.39,0.055
EMP000897,Solar,370.07,5553.19,4050.0,0.0914
EMP000899,Hidroeléctrica,463.88,5450.47,2433.44,0.1906
EMP000900,Solar,289.87,5403.95,2972.21,0.0975
EMP000901,Biomasa,395.81,7822.59,1676.44,0.2361
EMP000901,Hidroeléctrica,352.79,3562.02,262.5,1.344
EMP000901,Solar,367.6,1205.91,3237.85,0.1135
EMP000903,Solar,64.22,1779.3,526.59,0.122
EMP000904,Eólica,575.04,9632.42,4427.68,0.1299
EMP000906,Hidroeléctrica,216.38,1193.3,635.78,0.3403
EMP000908,Biomasa,722.71,5715.57,1576.53,0.4584
EMP000908,Solar,477.76,1110.31,4711.61,0.1014
EMP000910,Eólica,375.44,1339.36,3989.43,0.0941
EMP000911,Geotérmica,120.83,5622.37,309.36,0.3906
EMP000915,Biomasa,305.46,7850.32,388.61,0.786
EMP000916,Biomasa,467.79,137.46,2205.93,0.2121
EMP000916,Hidroeléctrica,462.66,10189.4,4127.44,0.1121
EMP000920,Eólica,356.88,8665.86,2874.74,0.1241
EMP000920,Hidroeléctrica,97.87,8660.82,380.06,0.2575
EMP000920,Solar,449.77,2777.11,1714.55,0.2623
EMP000921,Solar,280.11,4152.36,3503.65,0.0799
EMP000922,Eólica,329.89,2080.48,1928.97,0.171
EMP000924,Eólica,380.13,2084.52,1151.29,0.3302
EMP000926,Solar,410.5,8006.2,2369.52,0.1732
EMP000927,Hidroeléctrica,140.82,295.91,557.91,0.2524
EMP000927,Solar,409.3,3087.92,1721.8,0.2377
EMP000931,Geotérmica,396.09,8527.22,3213.52,0.1233
EMP000931,Hidroeléctrica,867.58,19932.15,9220.87,0.0941
EMP000931,Solar,221.82,6889.0,4018.78,0.0552
EMP000932,Biomasa,170.64,4867.41,1346.91,0.1267
EMP000934,Hidroeléctrica,421.85,3512.46,3334.82,0.1265
EMP000935,Hidroeléctrica,281.0,2833.54,241.81,1.1621
EMP000935,Solar,56.83,4651.85,1303.2,0.0436
EMP000937,Biomasa,931.0,6513.24,1561.91,0.5961
EMP000937,Eólica,394.02,5119.42,1435.34,0.2745
EMP000939,Solar,285.74,7231.25,2177.23,0.1312
EMP000940,Geotérmica,467.79,5948.79,970.39,0.4821
EMP000942,Biomasa,313.61,7873.12,2926.52,0.1072
EMP000945,Biomasa,22.84,505.47,2298.29,0.0099
EMP000945,Hidroeléctrica,391.23,837.91,3750.92,0.1043
EMP000946,Biomasa,115.76,3424.85,2004.02,0.0578
EMP000946,Solar,187.9,716.26,4930.96,0.0381
EMP000947,Biomasa,118.48,6484.88,1438.87,0.0823
EMP000947,Geotérmica,304.99,4917.96,4972.45,0.0613
EMP000947,Solar,464.44,1888.53,4523.12,0.1027
